city,city_ascii,country,latitude,longitude,population
Severo Kurilsk,Severo Kurilsk,Russia,50.6905,156.085,2422
Tarabuco,Tarabuco,Bolivia,-19.18,-64.9199,2428
José Batlle y Ordóñez,Jose Batlle y Ordonez,Uruguay,-33.47,-55.12,2438
Palopo,Palopo,Indonesia,-3.0999,120.2363,2444
Scottsdale,Scottsdale,Australia,-41.1495,147.5167,2468
Rankin Inlet,Rankin Inlet,Canada,62.8167,-92.0953,2472
Bourke,Bourke,Australia,-30.1,145.9333,2475
Fuerte Olimpo,Fuerte Olimpo,Paraguay,-21.0696,-57.9,2475
Nelson House,Nelson House,Canada,55.8005,-98.85,2500
Puerto Williams,Puerto Williams,Chile,-54.9333,-67.6167,2500
Nagchu,Nagchu,China,31.48,92.05,2500
Maradah,Maradah,Libya,29.2337,19.2166,2500
Capitol Hill,Capitol Hill,Northern Mariana Islands,15.2137,145.7546,2500
Mariscal Estigarribia,Mariscal Estigarribia,Paraguay,-22.03,-60.61,2500
Nauta,Nauta,Peru,-4.57,-73.78,2500
Chokurdakh,Chokurdakh,Russia,70.6183,147.8946,2506
Donegal,Donegal,Ireland,54.65,-8.1167,2513
Baltasar Brum,Baltasar Brum,Uruguay,-30.73,-57.32,2517
Gobernador Gregores,Gobernador Gregores,Argentina,-48.7666,-70.25,2519
Ísafjörður,Isafjordur,Iceland,66.0833,-23.15,2534
Provideniya,Provideniya,Russia,64.4235,-173.2258,2536
Athabasca,Athabasca,Canada,54.717,-113.2666,2539
Huasco,Huasco,Chile,-28.4696,-71.22,2558
Garoowe,Garoowe,Somalia,8.4,48.5,2568
Chumbicha,Chumbicha,Argentina,-28.8666,-66.2333,2572
Mkokotoni,Mkokotoni,Tanzania,-5.879,39.26,2572
Rivercess,Rivercess,Liberia,5.465,-9.578,2578
Bordertown,Bordertown,Australia,-36.3162,140.7666,2583
Rørvik,Rorvik,Norway,64.868,11.2053,2615
Gimli,Gimli,Canada,50.6333,-97,2623
Burns Lake,Burns Lake,Canada,54.217,-125.7666,2635
Mistassini,Mistassini,Canada,50.4171,-73.8666,2645
Chapleau,Chapleau,Canada,47.8337,-83.4,2663
Merredin,Merredin,Australia,-31.4828,118.2667,2668
Sauðárkrókur,Saudarkrokur,Iceland,65.7464,-19.639,2682
Entre Ríos,Entre Rios,Bolivia,-21.53,-64.19,2685
Aiguá,Aigua,Uruguay,-34.2,-54.75,2692
Tom Price,Tom Price,Australia,-22.6935,117.7931,2723
Barclayville,Barclayville,Liberia,4.8,-8.1667,2733
Nuquí,Nuqui,Colombia,5.6852,-77.2745,2741
Saint-Georges,Saint-Georges,French Guiana,3.9105,-51.81,2742
Hlatikulu,Hlatikulu,Swaziland,-27,31.4167,2748
Kerewan,Kerewan,"Gambia, The",13.494,-16.095,2751
Wallaroo,Wallaroo,Australia,-33.9329,137.6333,2779
Kailu,Kailu,China,43.5837,121.2,2809
Ygatimí,Ygatimi,Paraguay,-24.0796,-55.5,2809
Mongbwalu,Mongbwalu,Congo (Kinshasa),1.9504,30.0333,2819
Weipa,Weipa,Australia,-12.6666,141.8666,2830
Orocue,Orocue,Colombia,4.7946,-71.34,2835
Villalonga,Villalonga,Argentina,-39.8829,-62.5833,2838
Nautla,Nautla,Mexico,20.2166,-96.7834,2890
Lillooet,Lillooet,Canada,50.6837,-121.9333,2893
Longreach,Longreach,Australia,-23.4496,144.25,2894
Padilla,Padilla,Bolivia,-19.2996,-64.31,2920
Pampa del Infierno,Pampa del Infierno,Argentina,-26.5166,-61.1666,2921
Samaipata,Samaipata,Bolivia,-18.18,-63.77,2926
Picton,Picton,New Zealand,-41.2805,174.0166,2928
General Conesa,General Conesa,Argentina,-40.1,-64.4333,2958
Mabaruma,Mabaruma,Guyana,8.2,-59.78,2972
Mandalgovi,Mandalgovi,Mongolia,45.75,106.266,2984
Saranpaul,Saranpaul,Russia,64.2505,60.97,2985
Lac La Biche,Lac La Biche,Canada,54.7719,-111.9647,2986
Qala i Naw,Qala i Naw,Afghanistan,34.983,63.1333,2997
Port Douglas,Port Douglas,Australia,-16.4846,145.4587,3000
San Lorenzo,San Lorenzo,Bolivia,-21.4799,-64.77,3000
Taoudenni,Taoudenni,Mali,22.6666,-3.9834,3019
Inuvik,Inuvik,Canada,68.35,-133.7,3022
Abaí,Abai,Paraguay,-26.0296,-55.94,3024
Charagua,Charagua,Bolivia,-19.7996,-63.22,3025
Central Coast,Central Coast,Australia,-33.42,151.3,3026
In Amguel,In Amguel,Algeria,23.6939,5.1647,3030
Arroyos y Esteros,Arroyos y Esteros,Paraguay,-25.05,-57.09,3055
Clare,Clare,Australia,-33.8329,138.6,3061
Ust Maya,Ust Maya,Russia,60.4566,134.5433,3062
Hokitika,Hokitika,New Zealand,-42.7072,171.01,3078
Buur Gaabo,Buur Gaabo,Somalia,-1.2009,41.852,3096
Anna Regina,Anna Regina,Guyana,7.2704,-58.5001,3113
Hartford,Hartford,United States,43.6211,-96.9431,3140
Shelburne,Shelburne,Canada,43.7656,-65.3194,3167
Mékambo,Mekambo,Gabon,1.0171,13.9333,3170
Sinnamary,Sinnamary,French Guiana,5.38,-52.96,3180
Caballococha,Caballococha,Peru,-3.9163,-70.5083,3195
Khatanga,Khatanga,Russia,72.0411,102.465,3205
Groningen,Groningen,Suriname,5.797,-55.481,3216
Fort Chipewyan,Fort Chipewyan,Canada,58.7171,-111.15,3222
Qaqortoq,Qaqortoq,Greenland,60.7289,-46.0364,3224
Louang Namtha,Louang Namtha,Laos,20.95,101.4167,3225
La Paloma,La Paloma,Uruguay,-34.67,-54.17,3230
Zhigansk,Zhigansk,Russia,66.7697,123.3711,3237
Turangi,Turangi,New Zealand,-38.9889,175.8142,3240
Sebba,Sebba,Burkina Faso,13.4364,0.5304,3273
Kirkenes,Kirkenes,Norway,69.725,30.0516,3282
Mopipi,Mopipi,Botswana,-21.1795,24.88,3301
Bol,Bol,Chad,13.459,14.7147,3303
Krasnogorsk,Krasnogorsk,Russia,48.4615,142.09,3304
Puerto Deseado,Puerto Deseado,Argentina,-47.75,-65.9,3305
Vanhynsdorp,Vanhynsdorp,South Africa,-31.6166,18.7333,3331
Gander,Gander,Canada,48.95,-54.55,3345
Lukulu,Lukulu,Zambia,-14.3896,23.24,3349
Ugolnye Kopi,Ugolnye Kopi,Russia,64.7333,177.7,3367
Bukachacha,Bukachacha,Russia,52.9833,116.9166,3372
Kaberamaido,Kaberamaido,Uganda,1.7389,33.1594,3400
Darregueira,Darregueira,Argentina,-37.6996,-63.1666,3412
Magdalena,Magdalena,Bolivia,-13.2601,-64.0528,3445
Srednekolymsk,Srednekolymsk,Russia,67.45,153.71,3459
Santa Bárbara,Santa Barbara,Chile,-37.67,-72.02,3494
Ligonha,Ligonha,Mozambique,-15.1757,37.74,3500
Dehibat,Dehibat,Tunisia,32.017,10.7,3525
Georgetown,Georgetown,"Gambia, The",13.551,-14.767,3584
Yomou,Yomou,Guinea,7.5704,-9.27,3614
De Kastri,De Kastri,Russia,51.4666,140.7833,3615
Atikokan,Atikokan,Canada,48.7504,-91.6166,3625
Zyryanka,Zyryanka,Russia,65.736,150.89,3627
Palana,Palana,Russia,59.084,159.95,3671
Mezen,Mezen,Russia,65.8522,44.24,3672
Gaspé,Gaspe,Canada,48.8373,-64.4934,3677
Seymour,Seymour,Australia,-37.0342,145.1273,3693
Golela,Golela,Swaziland,-27.2962,31.9,3695
Chersky,Cherskiy,Russia,68.7501,161.33,3707
Ulaan-Uul,Ulaan-Uul,Mongolia,44.3337,111.2333,3726
Teli,Teli,Russia,51.0333,90.2333,3732
Deer Lake,Deer Lake,Canada,52.617,-94.0666,3743
Perito Moreno,Perito Moreno,Argentina,-46.6,-70.9334,3766
La Ronge,La Ronge,Canada,55.1,-105.3,3783
Esperanza,Esperanza,Mexico,27.58,-109.93,3836
Sapouy,Sapouy,Burkina Faso,11.5544,-1.7736,3837
Kimhyonggwon,Kimhyonggwon,"Korea, North",40.8175,128.1553,3839
Vitim,Vitim,Russia,59.4515,112.5578,3843
Ciudad Cortes,Ciudad Cortes,Costa Rica,8.9604,-83.53,3850
Windsor,Windsor,Canada,44.9806,-64.1291,3864
Hay River,Hay River,Canada,60.85,-115.7,3900
Westport,Westport,New Zealand,-41.7638,171.6028,3900
Shonzhy,Shonzhy,Kazakhstan,43.5421,79.4703,3902
Jasper,Jasper,Canada,52.8833,-118.0834,3907
Finnsnes,Finnsnes,Norway,69.2406,18.0086,3907
Kerma,Kerma,Sudan,19.6337,30.4166,3928
Katanning,Katanning,Australia,-33.6996,117.5501,3934
Digby,Digby,Canada,44.6226,-65.7605,3949
Mbe,Mbe,Cameroon,7.8504,13.6,3950
Grevenmacher,Grevenmacher,Luxembourg,49.7,6.3333,3958
Wabag,Wabag,Papua New Guinea,-5.49,143.718,3958
St-Augustin,St-Augustin,Canada,51.2423,-58.647,3961
Proserpine,Proserpine,Australia,-20.4162,148.5835,3976
Mayumba,Mayumba,Gabon,-3.4166,10.65,3996
Vergara,Vergara,Uruguay,-32.93,-53.95,3998
San Antonio de los Cobres,San Antonio de los Cobres,Argentina,-24.1829,-66.35,4000
Manica,Manica,Mozambique,-18.9696,32.88,4000
Araouane,Araouane,Mali,18.9,-3.53,4026
Quime,Quime,Bolivia,-16.98,-67.22,4045
Xinguara,Xinguara,Brazil,-7.1006,-49.948,4047
Brus Laguna,Brus Laguna,Honduras,15.7504,-84.48,4067
Bensonville,Bensonville,Liberia,6.4333,-10.6,4089
Bongandanga,Bongandanga,Congo (Kinshasa),1.5104,21.05,4105
Mitzik,Mitzik,Gabon,0.7837,11.5666,4111
Santo Tomas,Santo Tomas,Peru,-14.46,-72.08,4134
Deer Lake,Deer Lake,Canada,49.1744,-57.4269,4163
Novyy Uoyin,Novyy Uoyin,Russia,56.135,111.7339,4184
Apolo,Apolo,Bolivia,-14.7196,-68.42,4189
Svolvær,Svolvaer,Norway,68.2333,14.5667,4197
Omsukchan,Omsukchan,Russia,62.5333,155.8,4201
Smithton,Smithton,Australia,-40.8329,145.1167,4202
San Javier,San Javier,Bolivia,-16.2896,-62.5,4210
Channel-Port aux Basques,Channel-Port aux Basques,Canada,47.567,-59.15,4220
Poffader,Poffader,South Africa,-29.1329,19.3834,4220
Black River,Black River,Jamaica,18.031,-77.852,4229
Narrogin,Narrogin,Australia,-32.9329,117.1666,4238
Manjimup,Manjimup,Australia,-34.2333,116.15,4240
Goondiwindi,Goondiwindi,Australia,-28.5548,150.3253,4251
Kyaukphyu,Kyaukphyu,Burma,19.429,93.5494,4261
Batagay,Batagay,Russia,67.656,134.635,4266
George Town,George Town,Cayman Islands,19.2804,-81.33,4268
El Maitén,El Maiten,Argentina,-42.05,-71.1666,4269
Comandante Fontana,Comandante Fontana,Argentina,-25.3333,-59.6833,4277
Melville,Melville,Canada,50.9333,-102.8,4279
Bekiy,Bekiy,Madagascar,-24.2162,45.3166,4286
Attapu,Attapu,Laos,14.808,106.839,4297
Al Qunaytirah,Al Qunaytirah,Syria,33.1257,35.8236,4318
La Cruz,La Cruz,Costa Rica,11.0704,-85.63,4319
Liverpool,Liverpool,Canada,44.04,-64.72,4331
Saryshaghan,Saryshaghan,Kazakhstan,46.1195,73.6191,4365
Sokolo,Sokolo,Mali,14.7337,-6.1333,4374
Kindersley,Kindersley,Canada,51.467,-109.1333,4383
La Paz,La Paz,Argentina,-33.4661,-67.55,4400
Ilulissat,Ilulissat,Greenland,69.2167,-51.1,4413
Cochrane,Cochrane,Canada,49.067,-81.0166,4441
Cochrane,Cochrane,Chile,-47.2663,-72.5499,4441
Victorica,Victorica,Argentina,-36.2163,-65.45,4458
Aqtau,Aqtau,Kazakhstan,43.6232,51.2365,4479
Abra Pampa,Abra Pampa,Argentina,-22.7167,-65.7,4480
Tonantins,Tonantins,Brazil,-2.8727,-67.8019,4561
Otavi,Otavi,Namibia,-19.64,17.342,4562
Sioux Lookout,Sioux Lookout,Canada,50.263,-91.9166,4570
Brownsweg,Brownsweg,Suriname,5.02,-55.17,4582
Scone,Scone,Australia,-32.0796,150.8501,4624
Marathon,Marathon,Canada,48.7504,-86.3667,4627
Sangar,Sangar,Russia,63.9241,127.4739,4633
Palikir,Palikir,"Micronesia, Federated States Of",6.9166,158.15,4645
Cobram,Cobram,Australia,-35.9196,145.65,4659
Klaksvík,Klaksvik,Faroe Islands,62.2375,-6.539,4664
Bagdarin,Bagdarin,Russia,54.4333,113.6,4676
Camargo,Camargo,Bolivia,-20.6396,-65.21,4715
Berri,Berri,Australia,-34.2829,140.6,4716
Uncia,Uncia,Bolivia,-18.47,-66.57,4723
Funafuti,Funafuti,Tuvalu,-8.5167,179.2166,4749
Turukhansk,Turukhansk,Russia,65.8382,87.955,4774
Nata,Nata,Botswana,-20.2095,26.19,4794
Creston,Creston,Canada,49.1,-116.5167,4816
Cubal,Cubal,Angola,-13.0396,14.24,4837
Pevek,Pevek,Russia,69.7008,170.3133,4837
Forbes,Forbes,Australia,-33.3896,148.02,4838
Betanzos,Betanzos,Bolivia,-19.56,-65.45,4847
Puerto Lempira,Puerto Lempira,Honduras,15.262,-83.7716,4856
Opuwo,Opuwo,Namibia,-18.0596,13.82,4857
Ros Comain,Ros Comain,Ireland,53.6333,-8.1833,4860
Nieuw Amsterdam,Nieuw Amsterdam,Suriname,5.91,-55.07,4935
Ust Kamchatsk,Ust Kamchatsk,Russia,56.2135,162.435,4939
Artemovsk,Artemovsk,Russia,54.3487,93.4355,4948
Wangdue Prodrang,Wangdue Prodrang,Bhutan,27.4333,89.9167,5000
Punakha,Punakha,Bhutan,27.6333,89.8333,5000
Qasr Farafra,Qasr Farafra,Egypt,27.0671,27.9666,5000
La Victoria,La Victoria,Paraguay,-22.2896,-57.94,5000
Dellwood,Dellwood,United States,38.7563,-90.2767,5001
Tea,Tea,United States,43.4515,-96.8346,5002
Bristol,Bristol,United States,42.5378,-88.015,5008
West Columbia,West Columbia,United States,29.1418,-95.6488,5012
Elmsford,Elmsford,United States,41.0541,-73.8143,5012
Post,Post,United States,33.1911,-101.3814,5014
Diboll,Diboll,United States,31.1881,-94.783,5015
Rainsville,Rainsville,United States,34.4939,-85.8435,5015
Krum,Krum,United States,33.2651,-97.2261,5018
Waterloo,Waterloo,United States,42.9048,-76.8592,5019
Walkertown,Walkertown,United States,36.1574,-80.1646,5021
Kingsford,Kingsford,United States,45.8062,-88.0994,5021
Bulverde,Bulverde,United States,29.7723,-98.4373,5022
Shenandoah,Shenandoah,United States,40.7583,-95.372,5022
Columbia,Columbia,United States,37.1036,-85.3074,5023
Alexandria,Alexandria,United States,40.2583,-85.676,5024
McMinns Lagoon,McMinns Lagoon,Australia,-12.5329,131.05,5025
Thatcher,Thatcher,United States,32.8317,-109.7594,5027
Bishopville,Bishopville,United States,34.2202,-80.2483,5029
North Fond du Lac,North Fond du Lac,United States,43.8107,-88.4861,5034
Centreville,Centreville,United States,38.58,-90.1037,5035
Wanaka,Wanaka,New Zealand,-44.698,169.1449,5037
Milan,Milan,United States,41.4417,-90.5597,5038
Collinsville,Collinsville,United States,36.3725,-95.8596,5039
Hearst,Hearst,Canada,49.7005,-83.6666,5043
Greenfield,Greenfield,United States,39.3536,-83.3883,5044
Bridgeville,Bridgeville,United States,40.3578,-80.1061,5046
Munroe Falls,Munroe Falls,United States,41.1385,-81.4344,5052
Travelers Rest,Travelers Rest,United States,34.9684,-82.4417,5053
Sea Cliff,Sea Cliff,United States,40.8441,-73.6442,5054
Poplar Grove,Poplar Grove,United States,42.3508,-88.8344,5054
Gretna,Gretna,United States,41.1313,-96.245,5060
Chisago City,Chisago City,United States,45.3475,-92.9115,5062
Dwight,Dwight,United States,41.0985,-88.4238,5066
Bowie,Bowie,United States,33.5566,-97.844,5068
Polson,Polson,United States,47.6896,-114.143,5070
Sugarcreek,Sugarcreek,United States,41.438,-79.8183,5071
Valparaiso,Valparaiso,United States,30.4926,-86.5079,5072
Saint Joseph,Saint Joseph,United States,40.1139,-88.0353,5076
Monee,Monee,United States,41.4172,-87.7504,5077
White Hall,White Hall,United States,34.2735,-92.1004,5079
Clifton Forge,Clifton Forge,United States,37.8232,-79.825,5080
Carrollton,Carrollton,United States,38.68,-85.1656,5081
Lake City,Lake City,United States,44.4453,-92.2794,5082
Clifton,Clifton,United States,33.0249,-109.2883,5084
Hollywood,Hollywood,United States,32.7523,-80.2106,5084
Colona,Colona,United States,41.468,-90.3448,5086
Olyphant,Olyphant,United States,41.4506,-75.5753,5087
Colville,Colville,United States,48.545,-117.8975,5088
Bolivar,Bolivar,United States,35.2656,-89.0148,5089
Portland,Portland,United States,42.8696,-84.899,5089
Dacono,Dacono,United States,40.0617,-104.95,5090
Buellton,Buellton,United States,34.6152,-120.1943,5095
Humboldt,Humboldt,United States,42.7232,-94.2245,5095
Angier,Angier,United States,35.5069,-78.7395,5096
Odessa,Odessa,United States,38.9988,-93.9666,5096
North Oaks,North Oaks,United States,45.1002,-93.0882,5099
Mechanicville,Mechanicville,United States,42.9037,-73.6894,5100
Kenneth City,Kenneth City,United States,27.8156,-82.7162,5101
Daleville,Daleville,United States,31.2914,-85.7114,5101
Port Allen,Port Allen,United States,30.4456,-91.2098,5102
Richmond,Richmond,United States,39.2758,-93.9734,5103
Muleshoe,Muleshoe,United States,34.2292,-102.7284,5105
Sawmills,Sawmills,United States,35.8162,-81.4779,5107
Crystal Springs,Crystal Springs,United States,31.9903,-90.354,5107
Saint Clairsville,Saint Clairsville,United States,40.0792,-80.8998,5109
South Bay,South Bay,United States,26.6783,-80.7268,5111
South Pasadena,South Pasadena,United States,27.7524,-82.7395,5111
Teyateyaneng,Teyateyaneng,Lesotho,-29.153,27.753,5115
Eaton,Eaton,United States,40.5251,-104.7133,5117
Wildwood,Wildwood,United States,38.9886,-74.8199,5120
Winterset,Winterset,United States,41.3456,-94.0136,5122
Rosario,Rosario,Paraguay,-24.4196,-57.1,5123
Concordia,Concordia,United States,39.5669,-97.6472,5126
Scott City,Scott City,United States,37.2242,-89.536,5132
Morris,Morris,United States,45.5861,-95.9046,5132
Byron,Byron,United States,32.6477,-83.7539,5133
Combarbalá,Combarbala,Chile,-31.18,-71,5134
Glencoe,Glencoe,United States,33.9447,-85.9319,5135
Fruitland,Fruitland,United States,44.0204,-116.9223,5136
Chernyshevskiy,Chernyshevskiy,Russia,63.0128,112.4714,5137
Stewartstown,Stewartstown,United States,39.7528,-76.5925,5137
Newman,Newman,Australia,-23.3666,119.7333,5138
Vadsø,Vadso,Norway,70.0966,29.7657,5139
Birdsboro,Birdsboro,United States,40.2618,-75.81,5142
Willow Park,Willow Park,United States,32.755,-97.6501,5146
Berkeley,Berkeley,United States,41.8891,-87.9114,5148
Springfield,Springfield,United States,32.3641,-81.3079,5151
Cottleville,Cottleville,United States,38.7512,-90.6585,5151
Zebulon,Zebulon,United States,35.8311,-78.3185,5159
Frankenmuth,Frankenmuth,United States,43.332,-83.7395,5160
Manchester,Manchester,United States,37.1464,-83.7635,5162
Montevideo,Montevideo,United States,44.9508,-95.7157,5163
Blaine,Blaine,United States,48.9839,-122.7406,5164
Ranson,Ranson,United States,39.325,-77.8667,5166
Winnsboro,Winnsboro,United States,32.1651,-91.721,5166
Winona Lake,Winona Lake,United States,41.2167,-85.8106,5166
Gillespie,Gillespie,United States,39.1258,-89.8173,5167
Huize,Huize,China,26.3504,103.4167,5170
Midfield,Midfield,United States,33.4552,-86.9226,5171
Abbeville,Abbeville,United States,34.1787,-82.3774,5173
Orange,Orange,United States,38.2484,-78.1125,5179
West Wendover,West Wendover,United States,40.7407,-114.0783,5183
Sarmiento,Sarmiento,Argentina,-45.6,-69.0833,5185
Dumfries,Dumfries,United States,38.567,-77.3234,5186
Hampshire,Hampshire,United States,42.1112,-88.5119,5187
Grosse Pointe,Grosse Pointe,United States,42.3915,-82.9118,5187
Xiangkhoang,Xiangkhoang,Laos,19.3337,103.3666,5189
Bisbee,Bisbee,United States,31.4126,-109.9179,5189
Bangor,Bangor,United States,40.8679,-75.208,5190
Ayden,Ayden,United States,35.4697,-77.4187,5191
Thompson's Station,Thompson's Station,United States,35.809,-86.9,5194
Springfield,Springfield,United States,42.3246,-85.2371,5196
Glendale,Glendale,United States,39.7036,-104.9352,5197
Kibale,Kibale,Uganda,0.8,31.0667,5200
Kalangala,Kalangala,Uganda,-0.3089,32.225,5200
Kaitaia,Kaitaia,New Zealand,-35.1099,173.2727,5202
Centerville,Centerville,United States,40.7289,-92.8713,5202
New Liskeard,New Liskeard,Canada,47.5,-79.6666,5203
Schuylkill Haven,Schuylkill Haven,United States,40.6284,-76.173,5203
Ottawa,Ottawa,United States,41.0204,-84.035,5205
Savannah,Savannah,United States,39.939,-94.8279,5209
Fort Shevchenko,Fort Shevchenko,Kazakhstan,44.5171,50.2666,5213
Dandridge,Dandridge,United States,36.0283,-83.4308,5213
Kings Point,Kings Point,United States,40.8162,-73.7408,5213
Leadville,Leadville,United States,39.2467,-106.2935,5215
Sunbury,Sunbury,United States,40.2472,-82.8659,5216
Grambling,Grambling,United States,32.5276,-92.7124,5217
Turtle Creek,Turtle Creek,United States,40.4085,-79.8214,5221
Pontotoc,Pontotoc,United States,34.2532,-89.0091,5221
Lafayette,Lafayette,United States,36.5243,-86.0309,5223
Pagosa Springs,Pagosa Springs,United States,37.2675,-107.03,5225
Lone Grove,Lone Grove,United States,34.1825,-97.2549,5225
Sisimiut,Sisimiut,Greenland,66.95,-53.6666,5227
Central,Central,United States,34.7234,-82.7789,5229
Creve Coeur,Creve Coeur,United States,40.6422,-89.5987,5230
Clarinda,Clarinda,United States,40.738,-95.034,5233
Fruitland,Fruitland,United States,38.3216,-75.6244,5234
Sunset,Sunset,United States,41.1392,-112.0285,5234
Big Bear Lake,Big Bear Lake,United States,34.243,-116.8955,5235
Williamsville,Williamsville,United States,42.9622,-78.7418,5236
Connell,Connell,United States,46.6627,-118.8403,5243
Jackson,Jackson,United States,33.2913,-83.968,5244
Shillington,Shillington,United States,40.303,-75.967,5246
Williams,Williams,United States,39.1489,-122.1373,5251
Collegeville,Collegeville,United States,40.1873,-75.4581,5254
Brady,Brady,United States,31.1324,-99.3711,5256
Polygyros,Polygyros,Greece,40.381,23.453,5258
Spring Valley,Spring Valley,United States,41.3358,-89.2034,5262
Forsyth,Forsyth,United States,33.0347,-83.938,5264
Tonganoxie,Tonganoxie,United States,39.1084,-95.0825,5267
Giddings,Giddings,United States,30.1833,-96.9289,5268
Lehighton,Lehighton,United States,40.8306,-75.7165,5276
Turgay,Turgay,Kazakhstan,49.626,63.499,5277
Palmerton,Palmerton,United States,40.8023,-75.6159,5277
Sidney,Sidney,United States,42.3066,-75.3983,5282
Huntertown,Huntertown,United States,41.2129,-85.1764,5286
Slinger,Slinger,United States,43.3318,-88.2799,5287
Worland,Worland,United States,44.0026,-107.9543,5294
Gilmer,Gilmer,United States,32.7317,-94.946,5294
Union City,Union City,United States,40.1994,-84.8204,5295
Algona,Algona,United States,43.0743,-94.2302,5296
Manteo,Manteo,United States,35.9013,-75.661,5297
Belle Fourche,Belle Fourche,United States,44.6635,-103.8562,5297
28 de Noviembre,28 de Noviembre,Argentina,-51.65,-72.3,5300
Hohenau,Hohenau,Paraguay,-27.0795,-55.75,5306
McKenzie,McKenzie,United States,36.138,-88.5083,5307
Ravena,Ravena,United States,42.4755,-73.8113,5309
Calistoga,Calistoga,United States,38.5817,-122.5825,5311
Waynesville,Waynesville,United States,37.8207,-92.22,5314
Manitou Springs,Manitou Springs,United States,38.8576,-104.9124,5317
La Esperanza,La Esperanza,Honduras,14.333,-88.1667,5318
Ballston Spa,Ballston Spa,United States,43.0068,-73.8524,5319
Edgewater,Edgewater,United States,39.7507,-105.0627,5323
Highwood,Highwood,United States,42.206,-87.8129,5324
Williamston,Williamston,United States,35.8469,-77.0659,5328
Desaguadero,Desaguadero,Peru,-16.5646,-69.045,5329
Carlisle,Carlisle,United States,39.5808,-84.3201,5329
Manchester,Manchester,United States,39.6585,-76.8881,5330
Jonesborough,Jonesborough,United States,36.2959,-82.4765,5333
Stokesdale,Stokesdale,United States,36.2318,-79.9833,5336
Denver City,Denver City,United States,32.968,-102.8319,5337
Red Oak,Red Oak,United States,41.0141,-95.2248,5337
Byron,Byron,United States,44.0379,-92.6418,5337
Fox Chapel,Fox Chapel,United States,40.5247,-79.8898,5338
Peace River,Peace River,Canada,56.2333,-117.2833,5340
Smiths Station,Smiths Station,United States,32.5285,-85.096,5341
Indian Wells,Indian Wells,United States,33.7036,-116.3396,5345
Rothschild,Rothschild,United States,44.8761,-89.6172,5347
Mullins,Mullins,United States,34.2042,-79.2535,5347
Qaminis,Qaminis,Libya,31.6606,20.0155,5348
Media,Media,United States,39.9198,-75.3888,5350
Batesburg-Leesville,Batesburg-Leesville,United States,33.9117,-81.5308,5350
Caldwell,Caldwell,United States,39.7467,-81.5127,5352
Kaser,Kaser,United States,41.1214,-74.0686,5354
New Castle,New Castle,United States,39.6689,-75.5684,5357
Salem,Salem,United States,39.568,-75.4723,5366
Mount Olive,Mount Olive,United States,35.1982,-78.0683,5366
Paola,Paola,United States,38.5783,-94.8626,5366
Saint Clair,Saint Clair,United States,42.8262,-82.4929,5367
Goshen,Goshen,United States,41.4017,-74.327,5368
Kenai,Kenai,United States,60.5614,-151.1976,5368
